document_id,topic,probabilities
1035,-1,"[0.00212106 0.00358494 0.00303799 0.00303432 0.00356771 0.00336005
 0.0032152  0.00314147 0.00406027 0.00470451 0.00492953 0.00843035
 0.00349398 0.00242715 0.00330632 0.00248889 0.00341167 0.00311012
 0.00183276 0.00392904 0.00339254 0.00319685 0.00766819 0.00087713
 0.00817738 0.00586416 0.00301274 0.00127352 0.00221375 0.00227704
 0.00519769 0.01011789 0.00318361 0.00351217 0.00458262 0.0043633
 0.002681   0.0029126  0.00338913 0.00388443 0.00644006 0.00539423
 0.00553038 0.00303892 0.00143042 0.0081016  0.00353086 0.0032994
 0.00555972 0.02086647 0.0064189 ]"
1036,-1,"[0.00268537 0.0060066  0.00304425 0.00414852 0.00932068 0.00417985
 0.00630674 0.00478952 0.00748774 0.01072797 0.00718886 0.02122223
 0.00659259 0.0038923  0.00623743 0.0033263  0.00495972 0.00544589
 0.00307277 0.00688085 0.00672903 0.00580165 0.01311254 0.00139121
 0.00559658 0.02927393 0.00466471 0.0017106  0.00352511 0.00349062
 0.01180335 0.00663003 0.00462196 0.00732638 0.01032528 0.00884666
 0.00409791 0.00536282 0.00627991 0.00687225 0.01154626 0.01599469
 0.00949942 0.00629566 0.00191076 0.01110831 0.00508839 0.00519007
 0.01153012 0.00861984 0.01221424]"
1037,-1,"[0.00467528 0.01882416 0.00509673 0.01724287 0.00825142 0.00656899
 0.01222855 0.01701754 0.00736476 0.01256759 0.01072336 0.00972337
 0.00861047 0.00904982 0.00703531 0.00998513 0.00806041 0.00596214
 0.00412308 0.01859828 0.0109274  0.00652221 0.01462522 0.00273361
 0.00859343 0.00986173 0.01856087 0.00421914 0.01101721 0.01159512
 0.00979446 0.00788582 0.0289979  0.01000616 0.00923309 0.00833379
 0.01514202 0.00719348 0.01239508 0.00680358 0.01034911 0.01048787
 0.00968709 0.00920935 0.00507481 0.03628933 0.02874741 0.00549887
 0.01326063 0.01227204 0.00809952]"
1038,-1,"[0.00177221 0.00725464 0.0016348  0.00294881 0.0044734  0.00187204
 0.00791818 0.00319092 0.0036153  0.01714384 0.00412133 0.00416661
 0.00696817 0.00267    0.00463481 0.00215262 0.00222731 0.00308992
 0.00172737 0.00507861 0.00979723 0.00335314 0.00433615 0.00105722
 0.00263433 0.00484596 0.00367795 0.00113144 0.00290524 0.00264166
 0.0059192  0.00276235 0.00377085 0.00729185 0.00393534 0.00403003
 0.00300358 0.00367279 0.0072737  0.00248156 0.00363276 0.00506777
 0.00448198 0.00650351 0.00127505 0.00609341 0.00330381 0.00216659
 0.01041589 0.00352896 0.0035787 ]"
1039,-1,"[0.0050186  0.01652229 0.00487412 0.00799743 0.01354246 0.00570096
 0.01546641 0.00797876 0.00873039 0.03710233 0.01533803 0.01191084
 0.01232174 0.00608899 0.00953463 0.00580308 0.00651503 0.00706268
 0.00434817 0.0114646  0.0131707  0.00772545 0.01455332 0.00252032
 0.0077722  0.01252853 0.00911882 0.00301481 0.00635341 0.00621654
 0.01365515 0.00791393 0.00966535 0.01352928 0.00979474 0.00982541
 0.00758029 0.0086338  0.01264796 0.007109   0.01056109 0.01397659
 0.01246789 0.01218624 0.00342653 0.01780535 0.00884987 0.0059698
 0.0181518  0.01075861 0.00964265]"
1040,16,"[0.00517662 0.00746695 0.00630216 0.00837131 0.00904881 0.01345739
 0.00710801 0.01074221 0.00862698 0.00814611 0.00898423 0.01172462
 0.00668318 0.00869105 0.00650399 0.00781928 0.09950614 0.00659367
 0.00643687 0.00997692 0.00715253 0.00706197 0.01428679 0.00333909
 0.00861455 0.0116677  0.00826793 0.00495781 0.00640939 0.00716735
 0.00880577 0.00872759 0.00823339 0.00722586 0.01056733 0.00944364
 0.00814461 0.00681754 0.00746396 0.01893885 0.01443813 0.01157139
 0.00983837 0.00684033 0.00552864 0.01228869 0.01081946 0.0085724
 0.00883301 0.01190096 0.01007337]"
1041,-1,"[0.00568387 0.01335316 0.00661245 0.0091244  0.01476861 0.00832174
 0.01274865 0.01022095 0.01219081 0.01988535 0.01314693 0.05408421
 0.01258774 0.00834264 0.01120643 0.00708967 0.01005502 0.00977155
 0.00556157 0.01323672 0.01515248 0.01003284 0.02197003 0.00306772
 0.01292181 0.03298653 0.01108838 0.003774   0.00772959 0.00784476
 0.02443765 0.01598272 0.0104464  0.01529422 0.01889324 0.01350153
 0.00943768 0.00934627 0.0133769  0.01161522 0.01729221 0.01922819
 0.02015304 0.01331671 0.00425086 0.02439825 0.01140345 0.01136186
 0.02348614 0.01946376 0.03223347]"
1042,-1,"[0.00490661 0.01035338 0.00531447 0.00790369 0.01650256 0.00754701
 0.01340152 0.0097812  0.01390838 0.0183984  0.01293962 0.02703274
 0.01402883 0.00884806 0.01314924 0.00648118 0.00963987 0.01132045
 0.00628135 0.01429226 0.01377375 0.01134586 0.01654419 0.00309453
 0.00903325 0.07471331 0.00883124 0.00360844 0.00742359 0.00719348
 0.03269739 0.01064981 0.00876821 0.01723236 0.03521788 0.0152633
 0.00805025 0.00979199 0.01408198 0.01298752 0.02038607 0.02104568
 0.02332908 0.01429369 0.00398498 0.01706432 0.00931295 0.00936301
 0.02110169 0.01247497 0.01976904]"
1043,19,"[4.77642829e-308 1.02546524e-307 4.79481523e-308 1.16478959e-307
 7.95323323e-308 6.10722222e-308 1.26693278e-307 2.09700434e-307
 8.31420215e-308 1.13463119e-307 1.13589997e-307 9.62778882e-308
 9.97945308e-308 1.31385091e-307 8.16748423e-308 8.97540619e-308
 8.06638871e-308 6.81185970e-308 4.72310561e-308 1.00000000e+000
 9.47692326e-308 7.25310415e-308 1.14530648e-307 3.16019533e-308
 7.16907617e-308 1.09536056e-307 1.03099537e-307 4.65954174e-308
 1.08263241e-307 9.81532835e-308 1.14282017e-307 7.01316938e-308
 1.31160315e-307 1.16487090e-307 1.25113018e-307 9.07098789e-308
 1.00571638e-307 7.32947007e-308 1.38226929e-307 7.43960137e-308
 1.12259623e-307 1.10294866e-307 1.08141821e-307 9.89071426e-308
 5.35636856e-308 1.42821124e-307 1.36707361e-307 5.28107072e-308
 1.52240973e-307 9.73274433e-308 7.76492527e-308]"
1044,38,"[4.23657202e-308 1.41278111e-307 4.07973000e-308 1.03381016e-307
 8.13828665e-308 4.84681441e-308 2.33547379e-307 1.15964292e-307
 7.62059002e-308 1.64900940e-307 1.09670298e-307 9.56085230e-308
 1.33967464e-307 9.99237455e-308 9.20619821e-308 7.14438446e-308
 6.14508801e-308 6.77722205e-308 4.12031134e-308 1.66660779e-307
 1.79438075e-307 6.99490634e-308 9.69905702e-308 3.27444257e-308
 6.55573155e-308 1.04252027e-307 1.17986924e-307 3.96711469e-308
 1.12769575e-307 9.60767992e-308 1.39378491e-307 6.74151982e-308
 1.37014304e-307 1.74437075e-307 1.05634969e-307 8.06387325e-308
 1.00557382e-307 7.14844537e-308 1.00000000e+000 5.95793909e-308
 9.08869330e-308 9.70776253e-308 1.27589267e-307 1.42193124e-307
 4.52997583e-308 1.39553545e-307 9.78017236e-308 4.89209804e-308
 2.47503175e-307 8.41302832e-308 7.99169051e-308]"
1045,5,"[0.00292972 0.00339345 0.00439449 0.00393548 0.00371931 0.01948559
 0.00304061 0.00422622 0.00389743 0.00359883 0.0042998  0.00497992
 0.00294353 0.003161   0.00292931 0.00392593 0.00842387 0.00304452
 0.00293469 0.00400021 0.00301282 0.00324865 0.00670066 0.00153777
 0.00628039 0.00454321 0.00352702 0.00248559 0.00273401 0.00300085
 0.003706   0.00551299 0.0037068  0.00305437 0.00415486 0.00422681
 0.0034556  0.00315825 0.00310088 0.00616839 0.00614088 0.00478993
 0.00413716 0.00284546 0.0027621  0.00566323 0.00477467 0.00403816
 0.00379985 0.00744016 0.00447693]"
1046,48,"[4.98776249e-308 1.54297153e-307 4.80898889e-308 8.87267010e-308
 1.10591620e-307 5.52796865e-308 2.31056059e-307 9.96364377e-308
 1.08522917e-307 3.22122199e-307 1.35632919e-307 1.38342380e-307
 2.49987525e-307 8.51010209e-308 1.41885792e-307 6.51365215e-308
 6.72528501e-308 9.37140307e-308 4.99222808e-308 1.79109836e-307
 2.62847227e-307 9.65000452e-308 1.25150702e-307 3.04981720e-308
 7.97534841e-308 1.57883663e-307 1.01950444e-307 3.53806615e-308
 8.60659506e-308 7.75010949e-308 2.67470850e-307 8.61217538e-308
 1.10742263e-307 2.51651733e-307 1.40933348e-307 1.15435555e-307
 8.56906650e-308 9.40399518e-308 3.66979270e-307 7.48932708e-308
 1.20722137e-307 1.44234888e-307 1.85300401e-307 1.74648557e-307
 3.97720358e-308 1.83523164e-307 9.48486565e-308 6.22470191e-308
 1.00000000e+000 1.08284242e-307 1.10832722e-307]"
1047,38,"[4.24304668e-308 1.42051366e-307 4.08880236e-308 1.03569560e-307
 8.15898827e-308 4.85756793e-308 2.32309495e-307 1.15901660e-307
 7.65232110e-308 1.66122312e-307 1.10199555e-307 9.59622904e-308
 1.34708975e-307 9.97484261e-308 9.23450776e-308 7.14998925e-308
 6.16202814e-308 6.79947346e-308 4.13152482e-308 1.66752585e-307
 1.81267370e-307 7.02044231e-308 9.74634211e-308 3.26383744e-308
 6.57621962e-308 1.04499802e-307 1.18226227e-307 3.96271314e-308
 1.12192109e-307 9.58511329e-308 1.39906264e-307 6.76356582e-308
 1.37304512e-307 1.73657577e-307 1.05639419e-307 8.09897581e-308
 1.00502857e-307 7.17201851e-308 1.00000000e+000 5.97833695e-308
 9.13437164e-308 9.75237705e-308 1.28434712e-307 1.41515120e-307
 4.52518359e-308 1.40753823e-307 9.79392849e-308 4.90308898e-308
 2.51100311e-307 8.44768513e-308 8.01523865e-308]"
1048,38,"[4.24144930e-308 1.41248491e-307 4.08369294e-308 1.02844210e-307
 8.16984425e-308 4.85043789e-308 2.33218460e-307 1.15322719e-307
 7.66273190e-308 1.66249386e-307 1.10099422e-307 9.59444499e-308
 1.35413169e-307 9.96266625e-308 9.27013553e-308 7.11996743e-308
 6.15194136e-308 6.81445947e-308 4.13654639e-308 1.66445167e-307
 1.81284809e-307 7.03255874e-308 9.72191706e-308 3.26633169e-308
 6.56193600e-308 1.04655641e-307 1.17320821e-307 3.95393476e-308
 1.11697008e-307 9.53505435e-308 1.40371718e-307 6.75379788e-308
 1.35954238e-307 1.74837677e-307 1.05865157e-307 8.10607112e-308
 9.98902001e-308 7.17953015e-308 1.00000000e+000 5.97924207e-308
 9.12642273e-308 9.75670459e-308 1.28573252e-307 1.42247808e-307
 4.51196221e-308 1.39977947e-307 9.73928936e-308 4.90383427e-308
 2.52060042e-307 8.42563617e-308 8.01614083e-308]"
1049,20,"[0.00403807 0.01226914 0.00373564 0.00591297 0.00826491 0.00404802
 0.01305721 0.0062425  0.00618522 0.01520704 0.0070352  0.0081529
 0.01040582 0.00560661 0.00761603 0.00435904 0.00488686 0.00556808
 0.00392353 0.00810687 0.43391856 0.00581361 0.00746562 0.00307115
 0.00506958 0.008851   0.00820983 0.00292192 0.00628473 0.00577055
 0.01072288 0.00547854 0.00759302 0.01288773 0.00749952 0.00673845
 0.00654851 0.0060735  0.01439322 0.00526343 0.00683307 0.00810751
 0.00906507 0.01263816 0.0032834  0.0101473  0.00634298 0.00492235
 0.0157845  0.00641739 0.00730476]"
1050,-1,"[0.00340354 0.00853387 0.00354921 0.00856828 0.00650113 0.0045183
 0.01064107 0.01123082 0.00684512 0.01057509 0.01167838 0.00817291
 0.00881908 0.00741874 0.00681676 0.00623537 0.00578386 0.00546669
 0.00337309 0.03722504 0.00791533 0.0058262  0.01003124 0.00189531
 0.00590324 0.0090357  0.00748202 0.00293262 0.00668406 0.00626864
 0.01029244 0.00579307 0.0095659  0.00958833 0.00967972 0.00745321
 0.00685005 0.00582076 0.01226773 0.00564891 0.0098048  0.00946157
 0.01012537 0.00768258 0.00336802 0.01360556 0.00924311 0.00396649
 0.01573595 0.00841491 0.00628943]"
1051,-1,"[0.00573486 0.01590149 0.00644449 0.0372925  0.0094037  0.00881504
 0.01295452 0.03010743 0.00861136 0.01291975 0.01420178 0.0120454
 0.00959595 0.01294739 0.00798644 0.0181667  0.011716   0.00700708
 0.00509279 0.0226912  0.0116742  0.0075264  0.01804886 0.00367591
 0.01104793 0.01177783 0.02371908 0.00640294 0.01401808 0.01641596
 0.011568   0.01002088 0.0398237  0.01117472 0.01152715 0.00952997
 0.02205633 0.00794909 0.01498385 0.00870953 0.01375561 0.0119164
 0.01302143 0.01009593 0.00791121 0.03109012 0.0406161  0.00659682
 0.01484549 0.01562922 0.00978857]"
1052,5,"[0.00697644 0.00811621 0.00982378 0.00877275 0.00976204 0.20823083
 0.00751178 0.00965888 0.00999765 0.0088374  0.01020136 0.01218833
 0.00724714 0.00741133 0.00735493 0.00866587 0.01789646 0.00775979
 0.00768436 0.00940007 0.0073966  0.00835169 0.01555024 0.00386688
 0.01302921 0.01175616 0.00818387 0.00569597 0.00655939 0.0070282
 0.00912859 0.01244497 0.00842818 0.00757271 0.01058005 0.01090632
 0.00801989 0.00813824 0.0075134  0.01559663 0.01578046 0.01234627
 0.00984787 0.00711005 0.00627053 0.01275519 0.01060239 0.01016757
 0.00916729 0.01556505 0.01105402]"
1053,38,"[4.28045174e-308 1.44408617e-307 4.09037517e-308 1.00363696e-307
 8.37214307e-308 4.84241554e-308 2.56728339e-307 1.12813504e-307
 7.76526342e-308 1.74577517e-307 1.10722925e-307 9.67809302e-308
 1.40528632e-307 9.75016509e-308 9.52085129e-308 6.98824636e-308
 6.11076431e-308 6.91297040e-308 4.17120390e-308 1.66417017e-307
 1.88795501e-307 7.14255903e-308 9.77410649e-308 3.29941743e-308
 6.54898276e-308 1.06412641e-307 1.15608666e-307 3.89393610e-308
 1.09927795e-307 9.34743354e-308 1.43877060e-307 6.75595595e-308
 1.32714175e-307 1.86484492e-307 1.07151402e-307 8.22561766e-308
 9.83889033e-308 7.31876670e-308 1.00000000e+000 6.00159624e-308
 9.13443654e-308 9.92937748e-308 1.28613007e-307 1.50670616e-307
 4.43551747e-308 1.39467699e-307 9.63631409e-308 4.94160706e-308
 2.63576880e-307 8.41931337e-308 8.09438122e-308]"
1054,10,"[0.00633404 0.01090936 0.00593099 0.00905098 0.01027224 0.00635211
 0.01323501 0.00898042 0.00967532 0.01822248 0.07392447 0.01084503
 0.01223206 0.00677459 0.00990294 0.00694437 0.00729903 0.00777737
 0.0053049  0.01359325 0.00980824 0.00835345 0.01406771 0.00325937
 0.00818953 0.01144251 0.00811399 0.00419018 0.00644673 0.00630685
 0.01294526 0.00804923 0.00966967 0.01153958 0.01035705 0.01027757
 0.00726369 0.00859613 0.01263762 0.00796361 0.01265872 0.01317415
 0.01463631 0.00966434 0.00472892 0.01484414 0.00883814 0.00569987
 0.01691147 0.01089005 0.00844516]"
1055,10,"[0.00853039 0.0128503  0.00850853 0.01191953 0.01218507 0.00900641
 0.01371241 0.01148443 0.0126661  0.01940455 0.28741468 0.01418264
 0.01361613 0.00850259 0.01185662 0.00941116 0.01009099 0.00996962
 0.00693105 0.01597217 0.01125511 0.01067345 0.02019135 0.00399551
 0.01209624 0.01398271 0.01008909 0.00555809 0.00787611 0.0078899
 0.01508602 0.01148456 0.0120248  0.01257132 0.01271692 0.01331154
 0.0091143  0.0106775  0.01377839 0.01085095 0.01764988 0.01649174
 0.01872076 0.01071534 0.00627124 0.01998482 0.011494   0.00753722
 0.01875631 0.01604851 0.01103574]"
1056,32,"[4.31873369e-308 1.54109181e-307 4.39051426e-308 3.17693752e-307
 6.59688683e-308 5.27502051e-308 1.12526177e-307 1.71116764e-307
 5.75344517e-308 1.00417389e-307 9.26325449e-308 7.50580478e-308
 7.24675095e-308 8.98505279e-308 5.82694684e-308 1.15111017e-307
 6.59288814e-308 4.87262809e-308 3.59822404e-308 1.41223045e-307
 9.68803517e-308 5.22075945e-308 9.88134966e-308 3.14190225e-308
 6.77286508e-308 7.54620374e-308 2.61503142e-307 4.80287681e-308
 1.31496367e-307 1.49845125e-307 7.99243172e-308 6.28070851e-308
 1.00000000e+000 8.63300359e-308 7.39648589e-308 6.29963667e-308
 2.03746637e-307 5.70255376e-308 1.34766410e-307 5.40480716e-308
 7.94689012e-308 7.64737766e-308 8.51006664e-308 8.05310650e-308
 5.95593276e-308 1.48369666e-307 1.86013897e-307 4.44161475e-308
 1.06391172e-307 8.74183019e-308 6.36762615e-308]"
1057,-1,"[0.00693722 0.01533601 0.0063992  0.00927606 0.01931835 0.00752953
 0.01731523 0.01028859 0.02130766 0.03232445 0.01947781 0.0165225
 0.0217408  0.0082324  0.01918425 0.00736385 0.00863424 0.01481203
 0.00755    0.01748247 0.01492155 0.01807299 0.02152936 0.00339092
 0.009839   0.02220599 0.00962458 0.00387037 0.00791948 0.00750153
 0.01899711 0.01016176 0.01044001 0.01644084 0.01439776 0.02665413
 0.00851602 0.0198492  0.01574248 0.01110069 0.0166631  0.04179096
 0.01503256 0.01456036 0.00431209 0.01946693 0.01052131 0.00791855
 0.02401631 0.01352639 0.01360568]"
1058,9,"[0.00743001 0.01909089 0.00681913 0.01003693 0.02365691 0.0076532
 0.0219551  0.01065196 0.01618513 0.13166949 0.02025825 0.0194132
 0.02606619 0.00879508 0.01933135 0.00764734 0.00891359 0.01316142
 0.00705025 0.01649971 0.02166943 0.01432376 0.01998535 0.00394159
 0.01074159 0.02289924 0.01142124 0.00421828 0.00869071 0.00831467
 0.02556142 0.01148844 0.01183194 0.02283875 0.0157531  0.01807453
 0.00970463 0.01518544 0.02010255 0.01082971 0.01607332 0.02662443
 0.01983657 0.01991066 0.00471984 0.02179962 0.01104642 0.00896987
 0.03219908 0.01453601 0.01605062]"
1059,2,"[0.01433064 0.00771556 0.31922019 0.00727995 0.00767811 0.00979591
 0.00684318 0.0070759  0.00950536 0.00860837 0.00954927 0.00980664
 0.0076523  0.00585229 0.00801974 0.00676648 0.00816641 0.00825829
 0.00673006 0.00802557 0.00676448 0.00837376 0.01070305 0.00358222
 0.01914794 0.0086862  0.00676627 0.00504386 0.00555795 0.00570955
 0.00835723 0.0146466  0.00721037 0.00710567 0.00803349 0.00950025
 0.00633519 0.0078899  0.00680987 0.00898035 0.00933643 0.00939094
 0.00853079 0.0066086  0.00546902 0.01016125 0.0079448  0.00913413
 0.00876041 0.01575164 0.00972776]"
1060,-1,"[0.00480831 0.01148262 0.00560486 0.00813651 0.01298032 0.00731607
 0.01140753 0.0093063  0.01037636 0.01697742 0.01152844 0.04788462
 0.01091058 0.00763115 0.00968741 0.00632561 0.0090983  0.00837079
 0.00482479 0.0119279  0.01324434 0.00856208 0.01864343 0.00269458
 0.01094423 0.0308724  0.0099004  0.00334585 0.00695416 0.00708181
 0.02243825 0.01343015 0.00928892 0.01388577 0.01812169 0.01146523
 0.00851086 0.00802844 0.01199786 0.01030412 0.01541719 0.01637327
 0.01847922 0.0120649  0.00376979 0.02119742 0.01024477 0.0097984
 0.02034557 0.01624182 0.02766481]"
1061,-1,"[0.00187319 0.00376838 0.00182649 0.00249085 0.00542504 0.00226427
 0.00418132 0.00286731 0.00828978 0.00654435 0.00447802 0.0047353
 0.00553748 0.00240145 0.00588444 0.00205393 0.00260405 0.00501101
 0.00259061 0.00467101 0.00398423 0.00654696 0.00560889 0.00092273
 0.00281189 0.00680643 0.00261636 0.00107421 0.00222523 0.0021042
 0.00511672 0.00299025 0.00277449 0.00424972 0.00435307 0.01234151
 0.00234323 0.0063073  0.00399007 0.00371225 0.00514368 0.02055134
 0.00418622 0.00381439 0.00118583 0.00487331 0.00291107 0.00252442
 0.00585691 0.00380042 0.00401161]"
1062,-1,"[0.00433313 0.01482924 0.00462821 0.01522062 0.00795135 0.00622052
 0.01036438 0.01613807 0.00611702 0.00984836 0.00818414 0.00876357
 0.00714021 0.01008769 0.0060479  0.00980392 0.00830514 0.00524302
 0.0039865  0.01146161 0.01097873 0.00558006 0.01034407 0.00369925
 0.00729274 0.00880208 0.07694751 0.00479749 0.01326629 0.02085249
 0.00842476 0.00707837 0.02102407 0.00896285 0.00818081 0.0067312
 0.03876724 0.00605593 0.01097936 0.00634582 0.00837166 0.00823328
 0.00886139 0.00940421 0.00577141 0.0136599  0.01850698 0.00563339
 0.00971237 0.00914192 0.00788867]"
1063,-1,"[0.00327681 0.00739086 0.0035143  0.00555105 0.00779845 0.00413681
 0.00883123 0.0060219  0.00736692 0.01639915 0.01233281 0.01276713
 0.01075743 0.00509104 0.00824723 0.00425081 0.00504375 0.00612382
 0.00325548 0.0094921  0.00932874 0.0060789  0.00956663 0.00164848
 0.00631305 0.01178043 0.00590323 0.00219892 0.00455873 0.00443632
 0.0220554  0.00715478 0.00630643 0.0106392  0.01048356 0.0075595
 0.0050895  0.00549437 0.01041453 0.00590526 0.01053014 0.00992811
 0.03158678 0.00806042 0.00245946 0.01369174 0.00589645 0.00468017
 0.02346362 0.00887503 0.00899379]"
1064,33,"[4.66531548e-308 1.09763652e-307 4.18142286e-308 6.60274522e-308
 1.01285004e-307 4.57475008e-308 2.45952884e-307 7.82342195e-308
 7.75129211e-308 1.76467931e-307 9.25081692e-308 1.04775013e-307
 1.47272114e-307 7.14093142e-308 1.10058454e-307 5.06531518e-308
 5.49808009e-308 7.11637819e-308 4.29183212e-308 1.25396982e-307
 1.47513478e-307 7.15177939e-308 8.70591234e-308 3.46770014e-308
 6.03057417e-308 1.25041669e-307 7.89859063e-308 3.27430759e-308
 7.32134311e-308 6.45512501e-308 1.89261780e-307 6.54486457e-308
 8.09879652e-308 1.00000000e+000 1.29984049e-307 8.24934987e-308
 7.03497492e-308 7.14459825e-308 1.68407972e-307 6.11396414e-308
 8.34124781e-308 1.01277211e-307 1.17937074e-307 4.34715464e-307
 3.64634020e-308 1.09633759e-307 7.30571969e-308 5.56227739e-308
 2.02625164e-307 7.73750144e-308 9.01482191e-308]"
1065,14,"[5.70841797e-308 6.51268338e-308 4.57274907e-308 4.55284238e-308
 8.25089983e-308 4.18273691e-308 8.27450994e-308 5.05350263e-308
 1.24134773e-307 1.22483323e-307 8.02226177e-308 7.90370883e-308
 2.49492859e-307 4.75185706e-308 1.00000000e+000 3.82658470e-308
 4.66313459e-308 1.51406154e-307 6.06857444e-308 8.04021724e-308
 7.82169333e-308 1.34580584e-307 7.10756361e-308 2.79066304e-308
 5.26141403e-308 9.39377842e-308 4.74028222e-308 2.78650182e-308
 4.40168818e-308 4.04745730e-308 1.11007379e-307 5.71957875e-308
 5.04370522e-308 9.70676836e-308 8.12579630e-308 1.11367702e-307
 4.30377269e-308 9.66963812e-308 8.06598521e-308 6.32608735e-308
 7.31947144e-308 1.07049069e-307 8.41352940e-308 8.49250363e-308
 3.01022154e-308 7.35194007e-308 4.89731304e-308 5.44948231e-308
 1.20188404e-307 6.38887787e-308 7.33890532e-308]"
1066,0,"[0.05102053 0.00673969 0.01132669 0.00543739 0.00635877 0.00544789
 0.0061085  0.00529567 0.00781638 0.00778965 0.00787992 0.00671206
 0.00737651 0.00443426 0.00771219 0.00477181 0.00521893 0.00714244
 0.00523379 0.00679474 0.00562118 0.00745162 0.00758226 0.00296072
 0.0081233  0.00651823 0.00517002 0.00356134 0.00440838 0.00434604
 0.00670418 0.00715133 0.0056615  0.00616901 0.00600138 0.00775662
 0.00476115 0.00765701 0.00574868 0.00599512 0.00638303 0.00753407
 0.00627516 0.00582162 0.0038792  0.00772088 0.00581628 0.00576624
 0.00728971 0.00854429 0.0065225 ]"
1067,-1,"[0.0027792  0.00571787 0.00322865 0.00452548 0.00597936 0.00376918
 0.00628599 0.00499092 0.00614121 0.01018468 0.00846131 0.01505919
 0.00742576 0.00416388 0.00626624 0.00354288 0.0044259  0.00502895
 0.0026945  0.00751732 0.0068294  0.00493121 0.00839524 0.00133835
 0.00628288 0.01146106 0.00478728 0.00184209 0.00372503 0.00365546
 0.01861228 0.00773201 0.00504362 0.00786773 0.01021412 0.00632834
 0.00419178 0.00434026 0.00717476 0.00523816 0.00964671 0.00815229
 0.0187599  0.00608186 0.00205953 0.01301701 0.00503023 0.0044158
 0.01630814 0.00935501 0.00948769]"
1068,43,"[4.33420517e-308 1.14137067e-307 3.87435259e-308 6.46209566e-308
 1.24975848e-307 4.48669706e-308 2.08913685e-307 7.64020774e-308
 7.30677876e-308 1.47234984e-307 8.03774507e-308 9.29929210e-308
 1.15875081e-307 7.16774746e-308 9.75283035e-308 5.03411123e-308
 5.40478060e-308 6.80185001e-308 4.20662585e-308 1.03081806e-307
 1.43511603e-307 7.01176923e-308 8.29887293e-308 3.94253598e-308
 5.70138342e-308 1.10086008e-307 8.34203445e-308 3.13846101e-308
 7.73171929e-308 6.85655808e-308 1.28298934e-307 6.09484745e-308
 7.92916961e-308 3.21035878e-307 1.05595413e-307 7.95479001e-308
 7.47013105e-308 7.42808441e-308 1.31767270e-307 5.83279712e-308
 7.47154859e-308 9.53055386e-308 9.34151144e-308 1.00000000e+000
 3.48619507e-308 9.85159801e-308 7.33514795e-308 5.56402938e-308
 1.37422056e-307 7.07060843e-308 8.59044044e-308]"
1069,43,"[0.00413371 0.01058042 0.00368467 0.00606139 0.0119189  0.00424796
 0.01894084 0.00715124 0.00692684 0.01367182 0.00756219 0.00878286
 0.0109311  0.00674948 0.0092999  0.00474506 0.00510244 0.00648377
 0.00400499 0.00960742 0.01326299 0.00666375 0.0077859  0.00378228
 0.00540005 0.01035121 0.00778537 0.00297544 0.00724195 0.00643535
 0.01214856 0.00577847 0.00740086 0.02947165 0.00996272 0.00752225
 0.00699225 0.00703904 0.01215969 0.00552379 0.00703026 0.00896695
 0.00879184 0.55554185 0.0032996  0.00916749 0.00686742 0.00530855
 0.01272661 0.00666813 0.00815392]"
1070,19,"[0.00670702 0.01686513 0.0065813  0.01669789 0.01168807 0.00815719
 0.02168649 0.02906127 0.01124003 0.01809681 0.01540699 0.01380326
 0.01485314 0.01861848 0.01170752 0.01199165 0.01076029 0.00935271
 0.00639226 0.17268607 0.01539816 0.00994176 0.01591975 0.00468067
 0.00991296 0.01569085 0.01663334 0.00633001 0.01740095 0.01519348
 0.01715521 0.00980012 0.02113146 0.01918938 0.0176407  0.01233243
 0.01577589 0.01026876 0.0232913  0.00996234 0.01480619 0.01534073
 0.01536096 0.01628747 0.00732614 0.02171347 0.02022406 0.00751197
 0.024134   0.01351797 0.01120596]"
1071,28,"[3.39979378e-308 7.32212679e-308 3.28289566e-308 8.85606360e-308
 4.51318791e-308 3.84905222e-308 7.47089478e-308 1.22668735e-307
 3.99090345e-308 5.89840949e-308 5.04085357e-308 4.81128337e-308
 5.02101504e-308 9.62517937e-308 4.20184337e-308 6.54489567e-308
 4.89237430e-308 3.55762954e-308 3.12712067e-308 9.64146600e-308
 6.40576508e-308 3.74090633e-308 5.36757714e-308 3.77717970e-308
 4.03491457e-308 5.14502860e-308 1.05260832e-307 4.82293545e-308
 1.00000000e+000 2.17632892e-307 5.36180563e-308 3.94451443e-308
 1.14056601e-307 6.30222517e-308 5.46320489e-308 4.28994435e-308
 1.23427864e-307 4.00163897e-308 8.61718814e-308 4.12368856e-308
 4.94681149e-308 4.91983598e-308 5.18196162e-308 6.32971299e-308
 5.74553012e-308 6.95987168e-308 9.12636366e-308 3.52154291e-308
 6.45954703e-308 4.86797919e-308 4.31943141e-308]"
