trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
13,1,42,30,5,10,1,"(1, 2)",35,0.50432810890389,-0.09748000797959529,0.9371428571428572,0.33287129704566565,0.5037094354629517,58.98908520000987
13,2,42,30,5,10,1,"(1, 2)",353,0.45092896890006606,-0.046876856393619264,0.8725212464589235,0.48953083223590615,0.3631684482097626,51.35403950000182
13,3,42,30,5,10,1,"(1, 2)",676,0.44653809390089066,-0.022204346675987866,0.8590236686390532,0.4969261249776968,0.3344544470310211,75.89252590000979
14,1,42,30,5,10,3,"(1, 2)",31,0.532827509051407,-0.0798856871690697,0.9290322580645162,0.34032399078895303,0.4894322156906128,62.51954380000825
14,2,42,30,5,10,3,"(1, 2)",287,0.4690537118435424,-0.02327636263400454,0.8759581881533101,0.495216410367274,0.349135160446167,70.65055250001024
14,3,42,30,5,10,3,"(1, 2)",535,0.4642565676809625,-0.008961726491020627,0.8545794392523365,0.51002705066632,0.33561447262763977,81.33905410001171
15,1,42,30,5,15,1,"(1, 2)",29,0.5353836489124346,-0.08256014919019876,0.9344827586206896,0.3297331846993545,0.5421164035797119,65.18958770000609
15,2,42,30,5,15,1,"(1, 2)",223,0.4719661432692509,-0.017583542622100563,0.863677130044843,0.48694582802779746,0.38123011589050293,55.15124049998121
15,3,42,30,5,15,1,"(1, 2)",412,0.4499630182501462,-0.01994990803898968,0.8407766990291262,0.48504759213630705,0.3640439510345459,76.44667219999246
16,1,42,30,5,15,3,"(1, 2)",26,0.5504057834399283,-0.09990396639240713,0.9307692307692308,0.3374979180785326,0.5335275530815125,64.06452960000024
16,2,42,30,5,15,3,"(1, 2)",197,0.48631055795604494,-0.0030338038037891384,0.8746192893401015,0.4908319591973605,0.37980565428733826,54.721833999996306
16,3,42,30,5,15,3,"(1, 2)",345,0.4693712632438914,0.0022462053895121203,0.8426086956521739,0.49430656985563487,0.366128146648407,77.06539530001464
17,1,42,30,5,20,1,"(1, 2)",5,0.8397977005943243,0.1013950427948825,0.92,0.325390625,0.6335381865501404,65.48192229997949
17,2,42,30,5,20,1,"(1, 2)",174,0.4696218469040021,-0.021703537513451405,0.8454022988505747,0.47726960397428936,0.402785986661911,54.390454000007594
17,3,42,30,5,20,1,"(1, 2)",297,0.4527753043432161,-0.014453674958589569,0.8397306397306398,0.475249838686603,0.38840749859809875,75.42270830000052
18,1,42,30,5,20,3,"(1, 2)",5,0.8397977005943243,0.1013950427948825,0.92,0.325390625,0.6335381865501404,64.30687430000398
18,2,42,30,5,20,3,"(1, 2)",154,0.4765838459914218,-0.014289786900524681,0.8636363636363636,0.48581941125707495,0.3984430432319641,53.4672040999867
18,3,42,30,5,20,3,"(1, 2)",266,0.4565019421661116,-0.009386134448976397,0.8387218045112782,0.485124994486694,0.3862679898738861,74.54514610001934
19,1,42,30,10,10,1,"(1, 2)",34,0.49910302762807757,-0.11020321251564316,0.9382352941176471,0.3467865956552101,0.4944387376308441,64.09794129998772
19,2,42,30,10,10,1,"(1, 2)",342,0.4748733037069658,-0.024943541151787596,0.876608187134503,0.5227426215729306,0.3504515290260315,55.61611579998862
19,3,42,30,10,10,1,"(1, 2)",672,0.4581984392171689,-0.010225611364547868,0.8492559523809524,0.5176382090997051,0.3272439241409302,83.31756450000103
20,1,42,30,10,10,3,"(1, 2)",30,0.5153931829969579,-0.10213996029033415,0.9433333333333334,0.33977994965068226,0.5028085708618164,64.41803790000267
20,2,42,30,10,10,3,"(1, 2)",291,0.4683411031533042,-0.02716660448683654,0.8707903780068729,0.5317286402643515,0.34494292736053467,56.09722870000405
20,3,42,30,10,10,3,"(1, 2)",549,0.4655746750440761,-0.004835255591858175,0.8500910746812386,0.5214567399077912,0.32002466917037964,80.59941240001353
21,1,42,30,10,15,1,"(1, 2)",27,0.5591908571531669,-0.0821831455045055,0.9296296296296296,0.33729553443414195,0.5402500033378601,64.33680220000679
21,2,42,30,10,15,1,"(1, 2)",218,0.47987388878582365,-0.014073030882097009,0.8600917431192661,0.507197341900699,0.3847987949848175,54.27157729997998
21,3,42,30,10,15,1,"(1, 2)",442,0.4423252689391224,-0.025009845145788627,0.8357466063348417,0.49961728189405197,0.3500267267227173,78.03585960000055
22,1,42,30,10,15,3,"(1, 2)",26,0.5656237294686912,-0.07203183835500594,0.9346153846153846,0.34394691769893354,0.5364779233932495,63.258712199982256
22,2,42,30,10,15,3,"(1, 2)",202,0.48539745498805087,0.0007506409236360829,0.8683168316831683,0.5116146554827025,0.3765932619571686,54.81007410000893
22,3,42,30,10,15,3,"(1, 2)",369,0.4585270011472521,-0.01270359246575259,0.8422764227642277,0.5000362589322274,0.34409233927726746,80.35467780000181
23,1,42,30,10,20,1,"(1, 2)",18,0.6192308112259292,-0.03128916323389973,0.9444444444444444,0.32873186469078064,0.5932201147079468,62.25084140000399
23,2,42,30,10,20,1,"(1, 2)",175,0.48242650644900054,-0.011412645307877084,0.8502857142857143,0.4948176703438526,0.39826682209968567,53.12753649998922
23,3,42,30,10,20,1,"(1, 2)",328,0.4446551990921569,-0.025272951161365072,0.8362804878048781,0.4853557845458438,0.3599173128604889,77.18249369997648
24,1,42,30,10,20,3,"(1, 2)",16,0.6511382170309857,-0.022156230617450364,0.95625,0.32321416214108467,0.6276161670684814,65.37092519999715
24,2,42,30,10,20,3,"(1, 2)",156,0.4855118088601457,-0.009470217095224949,0.8576923076923076,0.4928968208176749,0.3949810564517975,53.735576000006404
24,3,42,30,10,20,3,"(1, 2)",259,0.46113057816533914,-0.009497190926579609,0.8393822393822394,0.48715891162383146,0.36849144101142883,75.58910760001163
25,1,42,50,5,10,1,"(1, 2)",36,0.4844307185867934,-0.11753033968140864,0.9277777777777778,0.3713500973853198,0.4352816641330719,64.77215530001558
25,2,42,50,5,10,1,"(1, 2)",323,0.45373234896604037,-0.040179238637180065,0.868421052631579,0.5003991782313256,0.34640535712242126,61.91672540002037
25,3,42,50,5,10,1,"(1, 2)",589,0.45110480224232724,-0.026950291693547953,0.8529711375212224,0.49980767548523525,0.34043505787849426,94.26936189999105
26,1,42,50,5,10,3,"(1, 2)",33,0.5127095346296998,-0.08267263864880128,0.9242424242424242,0.35001895477374395,0.47146111726760864,65.34299799997825
