trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
7,1,42,15,10,10,1,"(1, 2)",107,0.6325706998866639,0.09394937452205598,0.7504672897196262,0.42773932753465116,0.3958361744880676,75.44171199999982
7,2,42,15,10,10,1,"(1, 2)",288,0.5007391130712834,0.01220091521532268,0.8069444444444445,0.45785630628404256,0.36829322576522827,45.567972199991345
7,3,42,15,10,10,1,"(1, 2)",1012,0.4760689674783815,0.01565518146332286,0.8222332015810276,0.5254607063303464,0.3233923316001892,83.09105729998555
8,1,42,15,10,10,3,"(1, 2)",97,0.6496721862150291,0.10791467054232338,0.7536082474226804,0.43230672684353844,0.3874967694282532,75.59026500000618
8,2,42,15,10,10,3,"(1, 2)",247,0.5158816150167909,0.019017633941355708,0.8251012145748988,0.46187734348630466,0.36874035000801086,44.93933090000064
8,3,42,15,10,10,3,"(1, 2)",882,0.48982196777330556,0.030516505226399784,0.8173469387755102,0.5335447258141195,0.32317742705345154,81.74028580001323
9,1,42,15,10,15,1,"(1, 2)",63,0.6492850687656321,0.11000819794550765,0.7793650793650794,0.40289782280368464,0.44778376817703247,75.0058066000056
9,2,42,15,10,15,1,"(1, 2)",176,0.5125297767024456,0.012038642517915029,0.8539772727272728,0.4433601258030857,0.3932945132255554,44.58047159999842
9,3,42,15,10,15,1,"(1, 2)",649,0.4758274846847006,0.014859748607028468,0.8155624036979969,0.5069304320763152,0.35233667492866516,75.32236459999694
10,1,42,15,10,15,3,"(1, 2)",62,0.6479460502994634,0.11432320852533878,0.7790322580645161,0.39116361512328096,0.42791831493377686,74.88544070001808
10,2,42,15,10,15,3,"(1, 2)",165,0.5303737298084803,0.02622196815246174,0.8484848484848485,0.451812197573674,0.38735172152519226,43.68505989998812
10,3,42,15,10,15,3,"(1, 2)",594,0.49458432369210636,0.02965419616389067,0.8136363636363636,0.5141130908902756,0.345956027507782,74.78575979999732
11,1,42,15,10,20,1,"(1, 2)",43,0.6245935723249364,0.1162701465390212,0.7674418604651163,0.35436791946759094,0.47201716899871826,74.62857589998748
11,2,42,15,10,20,1,"(1, 2)",137,0.5038567480168301,-0.0009997425443071832,0.8591240875912409,0.43632653586624204,0.4108000695705414,43.58897899999283
11,3,42,15,10,20,1,"(1, 2)",466,0.4776829547033991,0.01605275140765377,0.8004291845493562,0.49428880860179253,0.37011608481407166,72.58510520000709
12,1,42,15,10,20,3,"(1, 2)",46,0.6434320254217831,0.1416070029527987,0.7326086956521739,0.3847973580295975,0.44202136993408203,74.78571490000468
12,2,42,15,10,20,3,"(1, 2)",128,0.5172510048784812,0.007616554599416687,0.85234375,0.440404489390121,0.40825599431991577,43.25685269999667
12,3,42,15,10,20,3,"(1, 2)",420,0.47821198020485955,0.015430727806046355,0.8066666666666666,0.4988067922897117,0.3651300072669983,72.19430000000284
13,1,42,30,5,10,1,"(1, 2)",82,0.6465082676853596,0.10042789592658728,0.7817073170731708,0.42311465627316275,0.39098069071769714,76.46661949998816
13,2,42,30,5,10,1,"(1, 2)",251,0.4941787489060561,-0.003961984357174941,0.8330677290836653,0.4587932470346893,0.3737874925136566,49.88813350000419
