trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
21,3,42,30,10,15,1,"(1, 2)",414,0.4271593743248615,-0.054757026666446273,0.8326086956521739,0.8012319079348635,0.6907854676246643,80.10897719999775
22,1,42,30,10,15,3,"(1, 2)",9,0.7933482012696277,0.0774196649072358,0.8888888888888888,0.695025347173214,0.8498011827468872,65.89049099999829
22,2,42,30,10,15,3,"(1, 2)",161,0.4897425234028408,0.0006946548876261062,0.8260869565217391,0.8013091812600622,0.6922814249992371,53.482262100005755
22,3,42,30,10,15,3,"(1, 2)",310,0.44925237318883154,-0.025275670879498387,0.8206451612903226,0.8131937041996032,0.6910814642906189,78.91088359997957
23,1,42,30,10,20,1,"(1, 2)",7,0.8382643092010181,0.12661362186821773,0.9571428571428572,0.704771740095956,0.8461645841598511,65.89839849999407
23,2,42,30,10,20,1,"(1, 2)",161,0.4670637232505821,-0.036652594994403764,0.824223602484472,0.7870866898695628,0.7031018137931824,53.38365289999638
23,3,42,30,10,20,1,"(1, 2)",293,0.4368860040216636,-0.04195770208470716,0.8143344709897611,0.7994380102175452,0.7031850218772888,78.20013330000802
24,1,42,30,10,20,3,"(1, 2)",7,0.8382643092010181,0.12661362186821773,0.9571428571428572,0.7059181417737689,0.8426961302757263,65.75544249999803
24,2,42,30,10,20,3,"(1, 2)",119,0.4899794190725631,-0.0034440655547669026,0.8168067226890756,0.79939642685269,0.7115302681922913,52.333128600002965
24,3,42,30,10,20,3,"(1, 2)",240,0.4680334633750603,-0.010224806255373189,0.8025,0.8087160572913534,0.7053542733192444,80.2397313999827
25,1,42,50,5,10,1,"(1, 2)",15,0.8214654993686418,0.09392615407957838,0.8,0.7237639171736581,0.8400890827178955,66.73600269999588
25,2,42,50,5,10,1,"(1, 2)",357,0.43221664835343415,-0.06448626840940744,0.8635854341736695,0.7916941327679439,0.6681298613548279,62.73554749999312
25,3,42,50,5,10,1,"(1, 2)",652,0.44544807741091835,-0.022937800551409104,0.8726993865030674,0.8014645988573292,0.6757926940917969,97.45256000000518
26,1,42,50,5,10,3,"(1, 2)",15,0.814868375613169,0.09328331882240486,0.7933333333333333,0.7274481526442936,0.839313268661499,66.93780600000173
26,2,42,50,5,10,3,"(1, 2)",221,0.5088131497845655,0.014913453442930316,0.8443438914027149,0.7975621226935359,0.6738649010658264,61.99280139998882
26,3,42,50,5,10,3,"(1, 2)",439,0.4682181170016448,-0.0035737290694923315,0.8507972665148064,0.8097984985082964,0.6669593453407288,94.04149880001205
