Variable,Coefficient,Std_Error,t_statistic,p_value
C(ticker)[T.TD],0.009959037254047865,0.04891701722108778,0.20359044397651038,0.8386740782901768
C(ticker)[T.MFG],0.009865198249118435,0.04890262759358577,0.20173145564089048,0.840127182122243
topic_649_lag1,0.009748663379859987,1.1067165785363553,0.008808635895517803,0.9929718382325257
C(ticker)[T.SCGLY],0.009193163629052271,0.04892322740717081,0.187909999324877,0.8509476798169407
C(ticker)[T.BCS],0.009061905578416962,0.04890726456473825,0.18528751626298323,0.8530039979959515
C(ticker)[T.SAN],0.008924957577528562,0.04892903824589932,0.18240615179630168,0.8552644597583312
C(ticker)[T.DB],-0.008771540006199919,0.04891608888052658,-0.17931809772493595,0.8576883905843466
C(ticker)[T.IDCBY],-0.005462942983467486,0.048917014816968696,-0.1116777670082284,0.9110791880892292
C(ticker)[T.BNPQY],0.005188403485007183,0.04890905371233577,0.10608267981473074,0.9155170186275772
C(ticker)[T.WFC],0.004787709351179379,0.04891682857087828,0.09787448391594325,0.9220322063524587
C(ticker)[T.BACHY],-0.0032725230435862846,0.04890507656065471,-0.0669158147524322,0.946648889839157
topic_50_lag1,0.002386085886992936,1.91668056222937,0.0012449053504343891,0.9990067125965172
C(ticker)[T.HSBC],-0.0012799159772022178,0.04896137214327335,-0.026141342065677003,0.9791446672101343
C(ticker)[T.CICHY],-0.00010018289736700447,0.048924985003159956,-0.002047683762407569,0.9983661909792815
