trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
14,1,42,30,5,10,3,"(1, 2)",77,0.6774980203312252,0.12340673657806561,0.7779220779220779,0.5240308732633859,0.44688326120376587,84.4536678000004
14,2,42,30,5,10,3,"(1, 2)",229,0.49755681819917424,0.010001426365216493,0.8336244541484716,0.5460545714350714,0.3633708655834198,51.23874250000517
14,3,42,30,5,10,3,"(1, 2)",712,0.4785896948487479,0.008505695043949331,0.8134831460674158,0.5958551571915282,0.32600122690200806,94.68469069999992
15,1,42,30,5,15,1,"(1, 2)",64,0.6549826785268209,0.12573928644570131,0.771875,0.4848079178176942,0.47702857851982117,84.27007990000129
15,2,42,30,5,15,1,"(1, 2)",174,0.5080782277188205,0.024798782508105945,0.8206896551724138,0.5259723357761963,0.39348137378692627,50.3268900999974
15,3,42,30,5,15,1,"(1, 2)",581,0.4587312779667832,-0.00849817071751945,0.7977624784853701,0.5654111751355231,0.3453727662563324,92.8002928999922
16,1,42,30,5,15,3,"(1, 2)",54,0.6465999264411342,0.11159198096986825,0.8092592592592592,0.4751239393192988,0.48767516016960144,84.30434070000774
16,2,42,30,5,15,3,"(1, 2)",163,0.5211264457593217,0.03158322687447007,0.8190184049079755,0.5368458871938744,0.3908289670944214,49.95536290000018
16,3,42,30,5,15,3,"(1, 2)",492,0.47287606528128245,0.002517406510557717,0.7967479674796748,0.5788644529279621,0.34161603450775146,91.95178819999273
17,1,42,30,5,20,1,"(1, 2)",40,0.647665443868818,0.12077974078888949,0.7925,0.44144914820790293,0.520879328250885,84.0404273000022
17,2,42,30,5,20,1,"(1, 2)",135,0.5035548020671469,0.018376794076081563,0.8177777777777778,0.5212174684755386,0.40777114033699036,49.67446910000581
17,3,42,30,5,20,1,"(1, 2)",450,0.46198853628821324,-0.0016767159216113125,0.7853333333333333,0.5601807842820378,0.35388514399528503,90.62431050000305
18,1,42,30,5,20,3,"(1, 2)",39,0.6426208330471944,0.11545776269958229,0.7948717948717948,0.4479753151535988,0.5143521428108215,83.75999889998639
18,2,42,30,5,20,3,"(1, 2)",122,0.5301573248475362,0.04355331235751076,0.8213114754098361,0.5279447515296121,0.39512771368026733,49.825797199999215
18,3,42,30,5,20,3,"(1, 2)",399,0.47683776072413936,0.010989806813955238,0.7829573934837093,0.5739555415225356,0.35439160466194153,89.85180910000054
19,1,42,30,10,10,1,"(1, 2)",93,0.6173722945687802,0.08197440852649057,0.7623655913978494,0.5203229076153523,0.4302249550819397,84.58746769999561
19,2,42,30,10,10,1,"(1, 2)",252,0.4966030374363878,0.015730951590051685,0.8234126984126984,0.5481453002269926,0.36818772554397583,51.75086200000078
19,3,42,30,10,10,1,"(1, 2)",886,0.4639953827173058,0.00019506141683150134,0.8286681715575621,0.5882918826384204,0.3225444257259369,101.50187169999117
20,1,42,30,10,10,3,"(1, 2)",83,0.6285612367438216,0.0918416826521683,0.7746987951807229,0.5259040282929645,0.4348127245903015,84.31603440000617
20,2,42,30,10,10,3,"(1, 2)",225,0.5059772980355767,0.0254997501840577,0.8231111111111111,0.5625663846018212,0.36365291476249695,52.16567170000053
20,3,42,30,10,10,3,"(1, 2)",746,0.48241912593537045,0.015759934289664622,0.8202412868632708,0.6019687392766285,0.3183846175670624,102.02516160000232
21,1,42,30,10,15,1,"(1, 2)",61,0.6373029607405651,0.09892289921189792,0.7754098360655738,0.4784118637704013,0.47961610555648804,84.14114190000691
21,2,42,30,10,15,1,"(1, 2)",179,0.5174675411767534,0.03764674266305577,0.8100558659217877,0.5352957835757589,0.38656339049339294,50.628789499998675
