topic,word,weight
9,euro,0.23536718718170538
9,comments,0.18044817683930747
9,hungary,0.1159714866814275
9,koruna,0.1159714866814275
9,forint,0.1159714866814275
9,czech,0.1159714866814275
9,zloty,0.1159714866814275
9,poland,0.11297678593962815
9,republic,0.11297678593962815
9,franc,0.10437433801328476
10,buyback,0.15570048926993815
10,share,0.13661792446548607
10,programme,0.1327696171731383
10,transactions,0.10176343650419796
10,declaration,0.07515039131823269
10,common,0.06595433629060325
10,cancellation,0.06537852572149257
10,shares,0.06356526093075973
10,repurchase,0.050100260878821794
10,program,0.04663915883093085
11,estimate,0.20323435631938108
11,sales,0.14678504877066398
11,eps,0.13814460252631616
11,beats,0.10673069925893909
11,adj,0.09291412574876691
11,beat,0.08107669063504118
11,yoy,0.07698332649766913
11,16,0.06495964524120844
11,gr,0.048719733930906325
11,12,0.04828737820861566
12,conference,0.2152780934301766
12,presents,0.1803901759251983
12,transcript,0.12092044158003215
12,financials,0.10157066197338951
12,annual,0.09703251383513717
12,services,0.08964961465840082
12,ca,0.07731007539651354
12,ceo,0.0739555529739164
12,30th,0.06853183082059992
12,present,0.0611107949312036
13,transcript,0.308708082571112
13,earnings,0.14120675406751995
13,2025,0.11387674530342827
13,ca,0.1063280638952602
13,plc,0.09815647501700026
13,q3,0.09374509704041964
13,q4,0.08188962711082391
13,q2,0.06387590431435779
13,limited,0.05210421918708224
13,sa,0.04969333547467633
14,canadian,0.09599354385627758
14,canada,0.09599354385627758
14,canadians,0.07555612219636376
14,dollar,0.06895371145745506
14,trade,0.0431218632236842
14,deficit,0.04050905920494473
14,august,0.0377113808573685
14,australian,0.03434721184988733
14,survey,0.03238119522701304
14,deteriorating,0.03114749394601296
15,stake,0.15208272156706606
15,india,0.14543748735243603
15,shriram,0.06639688281995819
15,polish,0.06639688281995819
15,20,0.05207634025634889
15,yes,0.044559399703412966
15,sells,0.04189722011227928
15,finance,0.03954787961149963
15,retail,0.039003671167122556
15,unit,0.039003671167122556
16,oil,0.29979602321250165
16,opec,0.11097894931076725
16,prices,0.09615791505751772
16,supply,0.08445925852099621
16,russian,0.07230649277441747
16,futures,0.06193847790319262
16,crude,0.05767567461611114
16,russia,0.05767567461611114
16,declines,0.054229869580813106
16,streak,0.051564675931951395
17,china,0.16540293683286791
17,stimulus,0.1096237267257118
17,pboc,0.09107445193213329
17,yuan,0.06071630128808886
17,chinese,0.052562293697301685
17,tariffs,0.04777398466721101
17,trade,0.04561803055845933
17,seen,0.038932892403730594
17,counter,0.038442260186157255
17,fixing,0.038442260186157255
18,mortgage,0.20793025006726695
18,lenders,0.13176125705233935
18,rates,0.12477922202794821
18,rate,0.08620932867361551
18,nationwide,0.07835808597502418
18,england,0.07766168478643148
18,mortgages,0.07505829525044073
18,halifax,0.06592650811785122
18,prime,0.05989148047833607
18,hold,0.056006776567461974
19,estimates,0.0949651589859458
19,earnings,0.0907757704719771
19,revenue,0.0745400032120145
19,highlights,0.07236662770064374
19,q3,0.07030882278031474
19,q4,0.06700060399976501
19,record,0.058340095337871864
19,revenues,0.04969333547467633
19,strategic,0.04855764338515641
19,reports,0.04504046537720546
20,appoints,0.13032386152085929
20,hires,0.10155585994282212
20,americas,0.07967386282956762
20,director,0.07148773877680592
20,board,0.06702869463269137
20,head,0.06702869463269137
20,executive,0.06366045233638427
20,senior,0.06194068294614128
20,jersey,0.05201297201743841
20,operating,0.05201297201743841
21,expand,0.06323322446791081
21,partnership,0.06096386222773266
21,rewards,0.05499220554375725
21,team,0.053734800546806086
21,loyalty,0.0452828540607463
21,venture,0.04305737249536683
21,jefferies,0.042987840437444864
21,commitment,0.03971541043155885
21,access,0.036197160994506164
21,group,0.036009876473977444
22,earnings,0.15990173277505074
22,overview,0.09005661712059117
22,preview,0.08626418158360512
22,season,0.08306673871952801
22,peek,0.0671528981445801
22,kicks,0.060037744747060785
22,expect,0.05537782581301867
22,future,0.053536499221420626
22,solid,0.047982219183630576
22,industry,0.045888683634105386
23,recommendation,0.2682344696960611
23,reiterates,0.17646212925727944
23,receipt,0.17072062794110143
23,plc,0.13992518779019184
23,buy,0.11834854834206648
23,depositary,0.11681964202454655
23,maintains,0.11523617877030681
23,know,0.08324586731812726
23,upgrades,0.08170607723399878
23,securities,0.07889249108707677
24,japanese,0.12412797102350207
24,japan,0.10646342495032966
24,megabanks,0.0746551455423202
24,higher,0.06357554653280639
24,companies,0.052712702490012836
24,listed,0.043166378501684206
24,rates,0.04296195998936951
24,trading,0.04191442682566517
24,shares,0.03934609189258418
24,banks,0.03499680213916469
25,lawsuit,0.16481034137716574
25,fined,0.10514604107186204
25,compliance,0.07696141720195508
25,cftc,0.07696141720195508
25,laundering,0.07317905368311271
25,million,0.06698108717108128
25,1mdb,0.06138870087895091
25,settles,0.05772106290146631
25,money,0.05274074684975715
25,claims,0.05257302053593102
26,bank,0.07357067949787413
26,defence,0.05812745286874521
26,customers,0.05361580408260444
26,captive,0.047004399954892286
26,ranks,0.047004399954892286
26,banking,0.043357257961884624
26,zero,0.043344143347865335
26,segment,0.043344143347865335
26,security,0.043344143347865335
26,resilience,0.03875163524583014
27,nvcc,0.16004684748175702
27,notes,0.12898971302418527
27,announces,0.11945063128187033
27,series,0.10982612670742403
27,tender,0.09053573571250673
27,offers,0.08002342374087851
27,non,0.07839624585039287
27,cumulative,0.07163458353726274
27,recourse,0.06291933406335275
27,at1,0.06291933406335275
28,narrative,0.20386652157262872
28,shifting,0.1946609050630334
28,analyst,0.15756405193230097
28,story,0.14190656075644767
28,targets,0.11223757096488873
28,analysts,0.07524051418910076
28,looking,0.07438291620169804
28,upgrades,0.06707747825323916
28,developments,0.06639461038813736
28,mixed,0.0647676346042377
29,scheduled,0.4366535251412606
29,february,0.14081678613883594
29,earnings,0.1311798879173473
29,2026,0.1157221129455733
29,29,0.11564193037424488
29,2025,0.07889209262174546
29,october,0.07186977657400329
29,august,0.06904510171679967
29,july,0.06656715838836985
29,january,0.06543436025457545
30,overall,0.08470233894020172
30,president,0.07086601597509432
30,trading,0.06978376647476392
30,shares,0.06589764574964767
30,companies,0.06111991433528885
30,lower,0.05770338310004046
30,amid,0.05610205774490974
30,banking,0.05226628357049105
30,broader,0.05049449056372684
30,services,0.05001489428349465
31,fed,0.13213758369081827
31,yields,0.11647956413263902
31,treasury,0.1106263784676504
31,cut,0.09527170613063436
31,inflation,0.07308740403116451
31,seen,0.06617976655041727
31,treasuries,0.06373937277744858
31,dollar,0.04520661967589865
31,rate,0.04274323259063693
31,pound,0.040404548597548016
32,stab,0.4090978429826403
32,notice,0.39918855022746397
32,stabilization,0.2824964141607682
32,primary,0.2153684665656062
32,issues,0.2017834406740408
32,pre,0.1925510535781978
32,holdco,0.12249080106440562
32,correction,0.10305752993135364
32,spa,0.10305752993135364
32,post,0.09789475752982099
33,japan,0.12088552743192302
33,yen,0.10361470179104129
33,bonds,0.09806141040906072
33,election,0.09424193664597186
33,japanese,0.08104222901534433
33,auction,0.06498885343345993
33,bond,0.06078167176150825
33,says,0.04775993246247819
33,yield,0.044156902568072934
33,weak,0.04038962650439854
34,profit,0.20139098438861788
34,posts,0.08865568810942809
34,ceo,0.07823189447240816
34,profitability,0.07522648594187877
34,rises,0.07173900194404575
34,turnaround,0.07034672102092723
34,counterproductive,0.06486878596279166
34,assets,0.06269690824486436
34,efforts,0.057995644585596126
34,guidance,0.050150990627919174
35,value,0.3228617028624795
35,better,0.29945090925686146
35,vs,0.25137601838027057
35,right,0.22712948599798835
35,stock,0.18738992780754526
35,option,0.17147876515902535
35,nabzy,0.10754561883304933
35,kb,0.07169707922203289
35,investors,0.06826968899806952
35,bbva,0.05388750283392646
36,target,0.22324375376119315
36,raises,0.18465737170902063
36,price,0.1621752430057355
36,maintains,0.1440452234628835
36,overweight,0.08687598428987182
36,38,0.06515698821740387
36,120,0.055005148883384584
36,equal,0.055005148883384584
36,weight,0.055005148883384584
36,122,0.055005148883384584
37,tsb,0.3222078109050124
37,sabadell,0.2655392343462766
37,takeover,0.17133657352316614
37,bbva,0.1319086725812065
37,spain,0.09648651859446199
37,uk,0.07695742854728696
37,sale,0.06939512640281793
37,approve,0.06344152141151106
37,rejects,0.06344152141151106
37,bid,0.06270069132584855
38,receipts,0.2350412043418814
38,equities,0.22664745490618424
38,american,0.2202123195245956
38,traded,0.20778779861418695
38,european,0.18986780263877437
38,depositary,0.18924681344777897
38,trading,0.12675179384575014
38,monday,0.07417167325027453
38,thursday,0.06804928021052162
38,lower,0.05589844315473114
39,enxtpa,0.18551115720231698
39,inga,0.17311685693024687
39,enxtam,0.14690208482013004
39,gle,0.14690208482013004
39,valuation,0.0952016078409908
39,share,0.08275258895531114
39,bnp,0.07597730691254735
39,groep,0.06666717963735652
39,strong,0.06579379203448135
39,recent,0.06078669909505034
40,gold,0.24478479762818592
40,silver,0.08641632299733282
40,data,0.05595902101525256
40,metals,0.05471411634961006
40,fed,0.04917289269623043
40,spike,0.04320816149866641
40,rises,0.041847751134026695
40,tariff,0.038913133773240724
40,highs,0.03792083532757788
40,record,0.03545384478582689
41,neutral,0.22353416150168637
41,downgrades,0.21579791053354813
41,rating,0.1731522984961008
41,downgraded,0.16603713155606975
41,downgrade,0.1541413646668201
41,cibc,0.10558587346446846
41,valuation,0.09123487418094951
41,solid,0.06308773263032909
41,outperform,0.06165654586672804
41,unfi,0.05426653910616542
42,tariff,0.16714959734414767
42,trump,0.0873551180671024
42,tariffs,0.07788607197260461
42,sink,0.0722402389131089
42,turmoil,0.06458605874305023
42,traders,0.06241368106969515
42,emerging,0.054295741491759246
42,50,0.05289367705355319
42,economy,0.04654770460603567
42,effect,0.044399895632317166
43,presentation,0.2773076165821245
43,results,0.18665596122106878
43,earnings,0.09929757749587699
43,genworth,0.0973031789441875
43,aktiengesellschaft,0.07757329479022172
43,2025,0.07298860269766927
43,q4,0.07125461060292469
43,sa,0.06794803013884314
43,allocation,0.06486878596279166
43,plc,0.05965064694910673
44,years,0.38441476808217373
44,invested,0.3786344287695466
44,ago,0.37163086741915574
44,today,0.27678535474192195
44,1000,0.24523170611102352
44,worth,0.19820312929021638
44,gr,0.14118245477827157
44,owning,0.11535134923222227
44,100,0.10630678715498716
44,stock,0.06990984683984157
45,nii,0.20237580785707307
45,revenues,0.16888532128712463
45,rise,0.16860696331986966
45,fee,0.16526576642137955
45,expenses,0.13772070451887192
45,earnings,0.1057735064629994
45,aid,0.08876459264399947
45,unibanco,0.07493455065272683
45,provision,0.07493455065272683
45,itau,0.06909935896036504
46,credit,0.23241004204972654
46,card,0.143980736542457
46,private,0.13000524237878153
46,deals,0.0987301981218631
46,weekly,0.09279934685509036
46,podcast,0.07834066659148714
46,breakfast,0.07834066659148714
46,crisis,0.05584996683563727
46,best,0.05509731881753558
46,wall,0.04648200840994531
47,ufg,0.24020542059334035
47,mitsubishi,0.23741662076874084
47,zealand,0.09538303302157199
47,central,0.09467098930449212
47,australian,0.08087428605789074
47,dollars,0.055005148883384584
47,says,0.0537934345687753
47,comments,0.05158046868024607
47,dollar,0.050737216763907536
47,activity,0.04534765826639697
48,buy,0.2022684280755318
48,best,0.19835034774312807
48,oct,0.1937581762291507
48,stocks,0.1548755361012303
48,september,0.1117144910544856
48,momentum,0.09986188971151223
48,6th,0.09400879990978457
48,11th,0.09400879990978457
48,2nd,0.09400879990978457
48,strong,0.09285896557593845
49,voting,0.35770700846761777
49,rights,0.33704446945049815
49,31,0.1544620232093151
49,shares,0.14514524559512915
49,registration,0.1407990090215164
49,document,0.12330661469651347
49,amendment,0.12330661469651347
49,availability,0.11593972117277285
49,universal,0.11593972117277285
49,30,0.10228819534048575
50,groep,0.33173332175319226
50,nv,0.13753430100764966
50,earnings,0.1169610888773551
50,overview,0.0819746130200253
50,2025,0.0756554939500841
50,presentation,0.06917005594610685
50,q3,0.06588379197595925
50,peering,0.056353713687171784
50,gr,0.05611097561700537
50,transcript,0.054239794227966355
51,reported,0.23291318455582785
51,expected,0.15014673613979246
51,shares,0.139350742119569
51,trading,0.13702793385313614
51,better,0.12603471813659042
51,higher,0.10927047060326098
51,results,0.10215348585069661
51,eps,0.10189523196946207
51,q3,0.07589145657990244
51,lower,0.07464918674460931
52,competitors,0.2956404457005117
52,compared,0.2722114174415984
52,underperforms,0.2722114174415984
52,corp,0.25895749264025775
52,stock,0.16856040849161802
52,daily,0.11489964433418115
52,despite,0.09572265416280042
52,friday,0.09426171336382769
52,dow,0.07240214528936627
52,edges,0.0651198469273985
53,asian,0.30093483556693634
53,receipts,0.2156247570266825
53,equities,0.21452517902265816
53,traded,0.2065079462314184
53,american,0.1924008257544086
53,depositary,0.17361338103252766
53,trading,0.12920110387175496
53,thursday,0.08323709057634819
53,tuesday,0.0784942087276003
53,trend,0.06497105147846208
54,sterling,0.21402206952289124
54,england,0.14981544866602386
54,says,0.10246368489290535
54,rate,0.10234124342268813
54,political,0.09903496980239745
54,prospects,0.08087428605789074
54,ufg,0.07117197647210084
54,mitsubishi,0.07034566541296025
54,cuts,0.06954687738196215
54,risks,0.06877395824032809
55,challenger,0.39709078163709255
55,contender,0.39709078163709255
55,champion,0.38858032104843365
55,highlights,0.2891345537947739
55,week,0.23979596758274307
55,dividend,0.17401558073605639
55,october,0.08967238178040778
55,february,0.05856600279780333
55,january,0.05442858100686398
55,bourbon,0.053768680949228126
56,presentation,0.1634928595089798
56,results,0.14672955240372787
56,wynn,0.11751099988723071
56,banco,0.11001009728051603
56,earnings,0.1013662770270411
56,q2,0.0729491861771927
56,q4,0.06801576466642813
56,regnier,0.06659984344847575
56,resorts,0.06659984344847575
56,dnb,0.06659984344847575
57,dividend,0.25748006742393864
57,stock,0.1912239928266255
57,declares,0.16769521079650873
57,right,0.16154129218038743
57,great,0.13809020343359935
57,groep,0.13529515867581177
57,portfolio,0.12551698111630188
57,corporation,0.11785996788390056
57,dividends,0.11564193037424488
57,common,0.1053976158369444
58,chinese,0.21545534483160617
58,banks,0.10239805070348186
58,margin,0.0682575035896402
58,asia,0.05961989735545877
58,central,0.05650205075950642
58,applauds,0.05581701165205587
58,arrest,0.05581701165205587
58,nims,0.05581701165205587
58,intervention,0.05581701165205587
58,implied,0.05581701165205587
59,consider,0.20064388533087082
59,late,0.20064388533087082
59,surge,0.169000533425877
59,run,0.16051510826469667
59,year,0.14402788040112405
59,far,0.1092994840267004
59,attractive,0.08735224518045566
59,gain,0.08537060196931574
59,excess,0.07513828491622904
59,341,0.07513828491622904
60,borrowing,0.11489964433418115
60,debt,0.1142329055598201
60,bond,0.10895677456507405
60,treasury,0.0972590244028093
60,trillion,0.07240214528936627
60,bonds,0.06591905921942415
60,closely,0.0651198469273985
60,crucial,0.0651198469273985
60,aaa,0.0651198469273985
60,derivatives,0.0651198469273985
61,rally,0.23538398895486157
61,does,0.14167887135333251
61,room,0.12131142908683609
61,35,0.08087428605789074
61,signal,0.0762450837969385
61,strong,0.07244316463371085
61,24,0.06932120293662727
61,hiding,0.062348789611338995
61,dem,0.062348789611338995
61,resume,0.062348789611338995
62,trending,0.537905930848069
62,tickers,0.505273809748416
62,novo,0.13606536829047766
62,nordisk,0.13606536829047766
62,snowflake,0.12546988863855757
62,oracle,0.1074518753058941
62,bae,0.07711560820349822
62,byd,0.07711560820349822
62,pop,0.07711560820349822
62,mart,0.07711560820349822
63,wealth,0.21683995127702482
63,charles,0.11778378639299932
63,river,0.11778378639299932
63,advisors,0.10632974455246326
63,telus,0.09943238451996446
63,payouts,0.09943238451996446
63,mariner,0.09168953400509976
63,platform,0.08704936096940673
63,assets,0.05907977892304527
63,support,0.058032907312937816
64,receipt,0.288570731744599
64,increased,0.28354598547323534
64,target,0.2306034379511226
64,depositary,0.19746137293260016
64,decreased,0.1970550572313795
64,price,0.17549890242588226
64,11,0.13503949468124635
64,05,0.10478803886297117
64,33,0.10478803886297117
64,51,0.09852752861568975
65,ftse,0.34692685281431146
65,100,0.21711597941300909
65,iran,0.15332219002454034
65,live,0.12321115360710036
65,nerves,0.12165844694207414
65,israel,0.10029835004803095
65,markets,0.07218382482485625
65,flock,0.06895042615842195
65,cheer,0.06895042615842195
65,hailed,0.06895042615842195
66,nvidia,0.25594480106002443
66,stories,0.0747838574919529
66,oracle,0.07163458353726274
66,midday,0.06897939706533904
66,upgrade,0.06668581481966429
66,live,0.06124531027253526
66,goodbye,0.05141040546899882
66,illegal,0.05141040546899882
66,ftc,0.05141040546899882
66,continuous,0.05141040546899882
